REF_ID,DATA_ID,DATA_TYPE,GAME_ID,DATA_SOURCE_TYPE,THESIS_TYPE,REF_TAG,AUTH_L_NAME,AUTH_SUFFIX,AUTH_F_NAME,AUTH_M_INIT,YEAR_PUB,TITLE_REF,EDITOR_L_NAME,EDITOR_F_NAME,EDITOR_M_INIT,SOURCE_NAME,VOL,NUM,START_PAGE,END_PAGE,DOI,PUB_NAME,PUB_CITY,PUB_STATE,PUB_COUNTRY,UNIV_NAME,UNIV_CITY,UNIV_STATE,UNIV_COUNTRY,REF_NOTES,LANGUAGE,REF_POLY_SHAPEFILE_ID,REF_CENT_SHAPEFILE_ID,REF_STAT_SHAPEFILE_ID,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_11M,ACT_11M,pred/prey,2885,PL,NA,Manooch et al 1985,Mason,NA,Diane,L,1985,Foods of Little Tunny Euthynnus alletteralus Collected along the Southeastern and Gulf Coasts of the United States.,NA,NA,NA,Bulletin of the Japenese Society of Scientific Fisheries,51,8,1207,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_11M,ACT_11M,pred/prey,2885,PL,NA,Manooch et al 1985,Nelson,NA,Russell,S,1985,Foods of Little Tunny Euthynnus alletteralus Collected along the Southeastern and Gulf Coasts of the United States.,NA,NA,NA,Bulletin of the Japenese Society of Scientific Fisheries,51,8,1207,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_12M,ACT_12M,pred/prey,2886,T  ,Licenciado en biologia,"Osorno, 1992",Osorno,NA,Raul,M.,1992,"Aspectos biologicos de los tiburones capturados en las costas de Tamaulipas y Veracruz, Mexico.",NA,NA,NA,NA,NA,NA,1,147,NA,NA,NA,NA,NA,Universidad Veracruzana,Veracruz??,Veracruz,Mexico,NA,English,NA,NA,NA,NA,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_16M,ACT_16M,pred/prey,2890,T,MS,Martin 1979,Martin,NA,Joe,H,1979,"A Study of the Feeding Habits of the Black Drum (Pogonius cromis Linnaeus) in Alazan Bay the Laguna Salada, Texas",NA,NA,NA,NA,NA,NA,1,102,NA,NA,NA,NA,NA,Texas A&I University,Kingsville,TX,US,NA,English,NA,NA,NA,04/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_25M,ACT_25M,pred/prey,2899,PL,NA,"Matlock and Garcia, 1983",Matlock,NA,G,C,1983,Stomach contents of selected fishes from Texas bays.,NA,NA,NA,Contributions in Marine Science,26,NA,95,110,NA,"University of Texas Marine Science Institute, The University of Texas at Austin",Port Aransas,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/02/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_25M,ACT_25M,pred/prey,2899,PL,NA,"Matlock and Garcia, 1983",Garcia,NA,M,A,1983,Stomach contents of selected fishes from Texas bays.,NA,NA,NA,Contributions in Marine Science,26,NA,95,110,NA,"University of Texas Marine Science Institute, The University of Texas at Austin",Port Aransas,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/02/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_33M,ACT_33M,pred/prey,2907,GR,NA,"McFarland, 1959",McFarland,NA,W ,NA,1959,Distribution and infestation of the parasite Poecilancestrium robustum in some Texas coast fishes,NA,NA,NA,Project Reports,NA,NA,1,11,NA,"Marine Fisheries Division, Texas Game and Fish Commission,",Rockport ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,29/01/2013,Debra Hokel,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_33M,ACT_33M,pred/prey,2907,GR,NA,"McFarland, 1959",McFarland,NA,W ,NA,1959,Distribution and infestation of the parasite Poecilancestrium robustum in some Texas coast fishes,NA,NA,NA,Project Reports,NA,NA,1,11,NA,"Marine Fisheries Division, Texas Game and Fish Commission,",Rockport ,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,29/01/2013,Debra Hokel,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_46M,ACT_46M,pred/prey,2920,T,MS,Miles 1949,Miles,NA,Dewey,W,1949,A study of the food habits of the fish of the Aransas Bay area,NA,NA,NA,NA,NA,NA,1,70,NA,NA,NA,NA,NA,University of Houston,Houston,Texas,United States,NA,English,NA,NA,NA,12/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_46M,ACT_46M,pred/prey,2920,T  ,MS,"Miles, 1949",Miles,NA,Dewey,Williams,1949,A study of the food habits of the fish of the Aransas Bay area,NA,NA,NA,NA,NA,NA,1,169,NA,NA,NA,NA,NA,University of Houston,Houston,TX,US,NA,English,NA,NA,NA,12/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_48M,ACT_48M,pred/prey,2922,GR,NA,"Miles, 1950",Miles,NA,Dewey,W,1950,"The life histories of the seatrout, Cynoscion nebulosus, and the redfish, Sciaenops ocellatus. ",NA,NA,NA,Annual Report,NA,NA,,,NA,Texas Game Fish and Oyster Commission,Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,29/01/2013,Debra Hokel,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_53M,ACT_53M,pred/prey,3187,GR,NA,"Minelo, et al, 1989",Czapla,NA,Thomas,E,1989,"Habitat related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986",NA,NA,NA,NOAA Technical Memorandum - SEFC-NMFS-236,NA,NA,1,214,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration, U.S. Department of Commerce",Washington D.C. ,Washington D.C. ,US,NA,NA,NA,NA,NA,English,NA,NA,NA,21/03/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_53M,ACT_53M,pred/prey,3187,GR,NA,"Minelo, et al, 1989",Minello,NA,Thomas,J,1989,"Habitat related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986",NA,NA,NA,NOAA Technical Memorandum - SEFC-NMFS-236,NA,NA,1,214,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration, U.S. Department of Commerce",Washington D.C. ,Washington D.C. ,US,NA,NA,NA,NA,NA,English,NA,NA,NA,21/03/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_53M,ACT_53M,pred/prey,3187,GR,NA,"Minelo, et al, 1989",Zimmerman,NA,Roger,J,1989,"Habitat related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986",NA,NA,NA,NOAA Technical Memorandum - SEFC-NMFS-236,NA,NA,1,214,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration, U.S. Department of Commerce",Washington D.C. ,Washington D.C. ,US,NA,NA,NA,NA,NA,English,NA,NA,NA,21/03/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_56M,ACT_56M,pred/prey,2929,PL,NA,"Moe Jr., 1969",Moe,Jr,Martin,A,1969,Biology of the Red Grouper Epinephelus morio (Valenciennes) from the Eastern Gulf of Mexico,NA,NA,NA,Professional Papers Series,NA,10,1,91,,Florida Department of Natural Resources Marine Research Laboratory,St. Petersberg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,26/08/2014,Theresa Mitchell,13/12/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_58M,ACT_58M,pred/prey,2931,T,BS,Montalvo Campos 2001,Montalvo Campos,NA,Francisco,A,2001,Analisis comparativo de las relaciones trĂłficas de algunas especies de la familia Carangidae en el Bayo Veracruz. ,NA,NA,NA,NA,NA,NA,1,51,NA,NA,NA,NA,NA,"Universidad Nacional AutĂłnoma de Mexico, FES-Iztacala",Mexico City,Distrito Federal,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_69M,ACT_69M,pred/prey,2942,T,MA,"Moseley, 1965",Moseley,NA,Frank,Nathaniel,1965,"Biology of the Red Snapper, Lutjanus aya Bloch, of the Northwestern Gulf of Mexico",NA,NA,NA,NA,NA,NA,1,53,NA,NA,NA,NA,NA,University of Texas,Austin,TX,US,NA,English,NA,NA,NA,30/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5N,ACT_5N,pred/prey,2953,GR,NA,"Naughton and Saloman, 1985",Naughton,NA,Steven,P,1985,Food of gag (Mycteroperca microlepis) from North Carolina and three areas of Florida,NA,NA,NA,NOAA Techincal Memorandum NMFS-SEFC-160,NA,NA,1,36,NA,"US Department of Commerce, NOAA, NMFS",NA,NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/06/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5N,ACT_5N,pred/prey,2953,GR,NA,"Naughton and Saloman, 1985",Saloman,NA,Carl,H,1985,Food of gag (Mycteroperca microlepis) from North Carolina and three areas of Florida,NA,NA,NA,NOAA Techincal Memorandum NMFS-SEFC-160,NA,NA,1,36,NA,"US Department of Commerce, NOAA, NMFS",NA,NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,12/06/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_6N,ACT_6N,pred/prey,2954,T,MS,"Nelson, 1994",Nelson,NA,Brian,D,1994,Feeding Habits of Fishes on Artificial Reefs in the Northern Gulf of Mexico,NA,NA,NA,NA,NA,NA,1,48,NA,NA,NA,NA,NA,The University of West Florida Department of Ecology and Evolutionary Biology,FL,US,NA,NA,English,NA,NA,NA,07/01/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_8N,ACT_8N,pred/prey,2956,T,PhD,"Nelson, 1988",Nelson,NA,Russell,Stephen,1988," A study of the life history, ecology, and population dynamics of four sympatric reef predators (Rhomboplites aurorubens, Lutjanus campechanus, Lutjanidae; Haemulon melanurum, Haemulidae; and Pagrus pagrus, Sparidae) on the East and West Flower Garden Banks, northwestern Gulf of Mexico",NA,NA,NA,NA,NA,NA,1,197,NA,NA,NA,NA,NA,North Carolina State University,Raleigh,NC,US,NA,English,NA,NA,NA,21/01/2014,Theresa Mitchell,29/01/2014,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_9N,ACT_9N,pred/prey,2957,PL,NA,"Nichols, 1917",Nichols,NA,John,T,1917,"Ichthyological Notes From a Cruise Off Southwest Florida, with Description of Gobiesox yum sp. Nov.",NA,NA,NA,Bulletin American Museum of Natural History,37,NA,873,877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,03/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_4O,ACT_4O,pred/prey,2961,T,PhD,"Odum, 1970",Odum,NA,William,E,1970,Pathways of Energy Flow in a South Florida Estuary,NA,NA,NA,NA,NA,NA,1,158,NA,NA,NA,NA,NA,University of Miami,Coral Gables,FL,US,NA,English,NA,NA,NA,08/07/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_1P,ACT_1P,pred/prey,2968,T,BS,Padilla Mancera 2005,Padilla Mancera,NA,Karla,N,2005,"Comparacion de las dietas de peces ictiofagos de las Barrancas Mpio. de Alvarado, Veracruz.",NA,NA,NA,NA,NA,NA,1,34,NA,NA,NA,NA,NA,"Universidad Nacional Autonoma de Mexico, FES-Iztacala",Mexico City,Distrito Federal,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_2P,ACT_2P,pred/prey,2969,T,MS,Palacios Sanchez 2001,Palacios Sanchez,NA,Sonia,E,2001,Estructura y funciĂłn de la comunidad Ă­ctica en dos sistemas costeros del Estado de Tabasco impactados por petrĂłleo,NA,NA,NA,NA,NA,NA,1,142,NA,NA,NA,NA,NA,Centro de Investigacion y de Estudios Avanzados del IPN,Merida,Yucatan,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_4P,ACT_4P,pred/prey,2971,GR,NA,"Pearson, 1929",Pearson,NA,John,C,1929,Natural history and conservation of the redfish and other commercial sciaenids on the Texas coast.,NA,NA,NA,United Staes Bureau of Fisheries Bulletin ,44,NA,123,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Debra Hoekel,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_6P,ACT_6P,pred/prey,2973,T,BS,Peleaz Rodriguez 1996,Peleaz Rodriguez,NA,Edgar,NA,1996,"Relaciones de ecolĂłgicas los peces ictiĂłfagos demersales de la zona de pesca comercial de camarĂłn de Alvarado, Ver",NA,NA,NA,NA,NA,NA,1,84,NA,NA,NA,NA,NA,"Universidad Nacional Autonoma de Mexico, ENEP-Iztacala",Mexico City,Distrito Federal,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_17P,ACT_17P,pred/prey,2984,PL,NA,"Peters and McMichael Jr., 1990",Peters,NA,Kevin,M,1990,"Early Life History of the Black Drum Pogonias cromis (Pisces: Sciaenidae) in Tampa Bay, Florida",NA,NA,NA,Notheast Gulf Science,11,1,39,58,NA,Florida Marine Research Institute Department of Natural Resources,St. Petersberg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,26/03/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_17P,ACT_17P,pred/prey,2984,PL,NA,"Peters and McMichael Jr., 1990",McMichael,Jr,Robert,H,1990,"Early Life History of the Black Drum Pogonias cromis (Pisces: Sciaenidae) in Tampa Bay, Florida",NA,NA,NA,Notheast Gulf Science,11,1,39,58,NA,Florida Marine Research Institute Department of Natural Resources,St. Petersberg,FL,US,NA,NA,NA,NA,NA,English,NA,NA,NA,26/03/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_30P,ACT_30P,pred/prey,2996,GR,NA,Pullen 1962,Pullen,NA,E,J,1962,A study of the fishes of upper Galveston Bay,NA,NA,NA,Marine Fisheries Division,NA,NA,1,21,NA,Texas Game and Fish Commisson Marine Laboratory,Rockport,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,04/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_2R,ACT_2R,pred/prey,3003,T  ,MS,"Rayburn, 1975",Rayburn,NA,Ralph,NA,1975,Food of Deap-Sea Demersal Fishes of the Northwestern Gulf of Mexico,NA,NA,NA,NA,NA,NA,1,80,NA,NA,NA,NA,NA,Texas A&M University,NA,TX,US,NA,English,NA,NA,NA,08/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_5R,ACT_5R,pred/prey,3006,PL,NA,"Reid, 1955",Reid,Jr,George ,K,1955,"A Summer Study of the Biology and Ecology of East Bay, Texas. Part II: The Fish Fauna of East Bay, The Gulf Beach and Summary",NA,NA,NA,The Texas Journal of Science,7,4,430,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,21/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_11R,ACT_11R,pred/prey,3012,GR,NA,Robinson 1948,Robinson,NA,L,N,1948,Report on the menhaden investigation,NA,NA,NA,"Annual Report of the Texas Game, Fish and Oyster Commission ",NA,NA,37,39,NA,"Texas Game, Fish and Oyster Commission",Austin,TX,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_12R,ACT_12R,pred/prey,3013,T,BS,Rodriguez Perez 1990,Rodriguez Perez,NA,Armando,NA,1990,"Estudio de la alimentacion de la ictiofauna del sistema estuarino de Tecolutla, Veracruz, Mexico. ",NA,NA,NA,NA,NA,NA,1,102,NA,NA,NA,NA,NA,"Universidad Nacional AutĂłnoma de Mexico, ENEP-Iztacala",Mexico City,Distrito Federal,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_16R,ACT_16R,pred/prey,3017,T,PhD  ,Rogers 1977,Rogers,Jr.,Robert,M,1977,Trophic interrelationships of selected fishes on the continental shelf of the northern Gulf of Mexico,NA,NA,NA,NA,NA,NA,1,244,,NA,NA,NA,NA,Texas A&M University,College Station,TX,United States,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_17R,ACT_17R,pred/prey,3018,GR,NA,Rogillio 1975,Rogillio,NA,Howard,E,1975,An estuarine sportfish study in Southeast Louisiana ,NA,NA,NA,Fisheries Bulletin,NA,14,1,71,NA,Louisana Wildlife and Fisheries Commission,New Orleans,LA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,28/09/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_35R,ACT_35R,pred/prey,3036,T  ,MS,"Ryan, 1981",Ryan,NA,Joseph,D,1981,"Diel Predator-Prey Relationships in a Sub-Tropical Seagrass Meadow: Apalachee Bay, Florida",NA,NA,NA,NA,NA,NA,1,113,NA,NA,NA,NA,NA,Florida State University,Tallahassee,FL,US,NA,English,NA,NA,NA,26/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_6S,ACT_6S,pred/prey,3042,GR,NA,Saloman and Naughton 1983,Saloman,NA,Carl,H,1983,"Food of king mackerel, Scomberomorus cavalla, from the southeastern United States including the Gulf of Mexico",NA,NA,NA,NOAA Technical Memorandum,NA,NMFS-SEFC-126,1,25,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration, US Department of Commerce","Washington, DC",NA,US,NA,NA,NA,NA,"See Browder et al., 1990 for a summary of these data along with that of several other publications.",English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_6S,ACT_6S,pred/prey,3042,GR,NA,Saloman and Naughton 1983,Naughton,NA,Steven,P,1983,"Food of king mackerel, Scomberomorus cavalla, from the southeastern United States including the Gulf of Mexico",NA,NA,NA,NOAA Technical Memorandum,NA,NMFS-SEFC-126,1,25,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration, US Department of Commerce","Washington, DC",NA,US,NA,NA,NA,NA,"See Browder et al., 1990 for a summary of these data along with that of several other publications.",English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_15S,ACT_15S,pred/prey,3051,T,PhD,Sanchez-Ramirez 1997,Sanchez-Ramirez,NA,Marina,NA,1997,"Alimentacion, crecimiento y mortalidad de larvas de Chloroscombrus chrysurus (Pisces: Carangidae), en el sur del Golfo de Mexico",NA,NA,NA,NA,NA,NA,1,85,NA,NA,NA,NA,NA,"Universidad Nacional Autonoma de Mexico, Facultad de Ciencias",Mexico City,Distrito Federal,Mexico,NA,Spanish,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_25S,ACT_25S,pred/prey,3061,T,MS,Seagle 1969,Seagle,NA,James,H,1969,"Predator-prey relationships in turtle grass (Thalassia testudinum Konig) beds in Redfish Bay, Texas. ",NA,NA,NA,NA,NA,NA,1,117,NA,NA,NA,NA,NA,Texas A&I University,Kingsville,Texas,United States,NA,English,NA,NA,NA,NA,Jim Simons,NA,Jim Simons,15/06/2016,Theresa Mitchell
ACT_26S,ACT_26S,pred/prey,3062,PL,NA,"Seagle, 1969",Seagle,NA,James ,H,1969,"Food habits of spotted sea trout (Cynoscion nebulous, Cuvier) frquenting turtle grass (Thalassia testudinum, Konig) beds in Redfish Bay, Texas",NA,NA,NA,TAIUS,NA,1,58,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,15/06/2016,Theresa Mitchell
ACT_33S,ACT_33S,pred/prey,3069,PL,NA,"Sheridan & Trimm, 1983",Sheridan,NA,P,F,1983,Summer Foods of Texas Coastal Fishes Relative to Age and Habitat,NA,NA,NA,Fishery Bulletin,81,3,643,647,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration","Washington, D.C.",NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_33S,ACT_33S,pred/prey,3069,PL,NA,"Sheridan & Trimm, 1983",Trimm,NA,D ,L,1983,Summer Foods of Texas Coastal Fishes Relative to Age and Habitat,NA,NA,NA,Fishery Bulletin,81,3,643,647,NA,"National Marine Fisheries Service, National Oceanic and Atmospheric Administration","Washington, D.C.",NA,US,NA,NA,NA,NA,NA,English,NA,NA,NA,NA,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_36S,ACT_36S,pred/prey,3072,T,MS,"Siegel, 1983",Siegel,NA,David,M,1983,Aspects of Feeding Ecology of Snapper Fishes (Lutjanidae),NA,NA,NA,NA,NA,NA,1,92,NA,NA,NA,NA,NA,University of West Florida,Pensacola,FL,US,NA,English,NA,NA,NA,06/01/2014,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_42S,ACT_42S,pred/prey,3077,PL,NA,Simmons and Breuer 1962,Simmons,NA,Ernest,G,1962,"A Study of Redfish, Sciaenops ocellata Linnaeus and Black Drum, Pogonias cromis Linnaeus",NA,NA,NA,Contributions in Marine Science,8,NA,184,211,NA,University of Texas at Austin,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_42S,ACT_42S,pred/prey,3077,PL,NA,Simmons and Breuer 1962,Breuer,NA,Joseph,P,1962,"A Study of Redfish, Sciaenops ocellata Linnaeus and Black Drum, Pogonias cromis Linnaeus",NA,NA,NA,Contributions in Marine Science,8,NA,184,211,NA,University of Texas at Austin,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_42S,ACT_42S,pred/prey,3077,PL,NA,"Simmons and Breuer, 1962",Simmons,NA,Ernest,G,1962,"A Study of Redfish, Sciaenops ocellata Linnaeus and Black Drum, Pogonias cromis Linnaeus",NA,NA,NA,NA,NA,NA,184,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_42S,ACT_42S,pred/prey,3077,PL,NA,"Simmons and Breuer, 1962",Breuer,NA,Joseph,P,1962,"A Study of Redfish, Sciaenops ocellata Linnaeus and Black Drum, Pogonias cromis Linnaeus",NA,NA,NA,NA,NA,NA,184,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,02/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_45S,ACT_45S,pred/prey,3080,PL,NA,"Smith and Hernkind, 1992",Smith,NA,Kenneth,N,1992,Predation on early juvenlie spiny lobsters Panulirus argus (Latreille): influence of size and shelter.,NA,NA,NA,Journal of Experimental Marine Biology and Ecology,157,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_45S,ACT_45S,pred/prey,3080,PL,NA,"Smith and Hernkind, 1992",Hernkind,NA,William,F,1992,Predation on early juvenlie spiny lobsters Panulirus argus (Latreille): influence of size and shelter.,NA,NA,NA,Journal of Experimental Marine Biology and Ecology,157,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,27/09/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_48S,ACT_48S,pred/prey,3083,PL,NA,Springer 1938,Springer,NA,Stewart,NA,1938,Notes on the Sharks of Florida,NA,NA,NA,Proceedings of the Florida Academy of Sciences,,NA,9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,01/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_49S,ACT_49S,pred/prey,3084,PL,NA,Springer 1950,Springer,NA,Stewart,NA,1950,Natural History Notes on the Lemon Shark (Negaprion brevirostris),NA,NA,NA,The Texas Journal of Science,1950,3,349,357,NA,Texas Academy of Sciences,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,01/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_57S,ACT_57S,pred/prey,3092,PL,NA,"Stearns, 1884",Stearns,NA,Silas,NA,1884,On the Position and Character of the Fishing Grounds of the Gulf of Mexico,NA,NA,NA,Bulletin of the United States Fish Commission,4,19,289,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,30/11/2013,Theresa Mitchell,NA,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_61S,ACT_61S,pred/prey,3096,PL,NA,Stoecker and Govoni 1984,Stoecker,NA,D K,NA,1984,Food Selection by young larval Gulf Menhaden (Brevoortia patronis)*,NA,NA,NA,Marine Biology,80,NA,299,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,01/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_61S,ACT_61S,pred/prey,3096,PL,NA,Stoecker and Govoni 1984,Govoni,NA,J J,NA,1984,Food Selection by young larval Gulf Menhaden (Brevoortia patronis)*,NA,NA,NA,Marine Biology,80,NA,299,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,English,NA,NA,NA,01/10/2012,Theresa Mitchell,25/01/2013,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_69S,ACT_69S,pred/prey,3103,PL,NA,"Street et al, 1997",Street,NA,Greg,T,1997,Incorporation of brown tide into an estuarine food web,NA,NA,NA,Marine Ecology Progress Series,152,NA,67,78,NA,Inter-Research,Oldendorf ,NA,Germany,NA,NA,NA,NA,NA,English,NA,NA,NA,08/04/2014,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
ACT_69S,ACT_69S,pred/prey,3103,PL,NA,"Street et al, 1997",Montagna,NA,Paul,A,1997,Incorporation of brown tide into an estuarine food web,NA,NA,NA,Marine Ecology Progress Series,152,NA,67,78,NA,Inter-Research,Oldendorf ,NA,Germany,NA,NA,NA,NA,NA,English,NA,NA,NA,08/04/2014,Lily Walker,22/05/2015,Theresa Mitchell,15/06/2016,Theresa Mitchell
